BOROBOX,BOX_TYPE,LOCATION,ZIP,BOROUGH,COMMUNITYDISTICT,CITYCOUNCIL,LATITUDE,LONGITUDE,Location Point
R0343,ERS,PELTON AVE 1000' S OF RICHMOND TERR,10310,Staten Island,SI01,49,40.64117871,-74.11154473,POINT (-74.11154473 40.64117871)
B3441,ERS,AVENUE Z & W 15 ST,11214,Brooklyn,BK13,47,40.5846988,-73.98400063,POINT (-73.98400063 40.5846988)
Q0206,BARS,BLDG 78 NORTH BOUNDARY RD,11430,Queens,JFK,28,40.6573654,-73.77234164,POINT (-73.77234164 40.6573654)
X3022,ERS,VIRGINIA AVE & WOOD AVE,10462,Bronx,BX09,18,40.835559,-73.86202651,POINT (-73.86202651 40.835559)
M0989,ERS,YORK AVE & E 67 ST,10021,Manhattan,MN08,5,40.7636664,-73.95608242,POINT (-73.95608242 40.7636664)
Q4781,BARS,28 AVE & UTOPIA PWAY,11358,Queens,QN07,19,40.77207208,-73.79251837,POINT (-73.79251837 40.77207208)
B0970,ERS,CLASSON AVE & FULTON ST,11238,Brooklyn,BK02,36,40.68174248,-73.95858567,POINT (-73.95858567 40.68174248)
B0236,ERS,JOHNSON AVE & BROADWAY,11211,Brooklyn,BK01,34,40.70584294,-73.95095606,POINT (-73.95095606 40.70584294)
Q4288,ERS,FLUSHING AVE & 60 LA,11378,Queens,QN05,30,40.72060681,-73.90478443,POINT (-73.90478443 40.72060681)
Q7982,ERS,MAURICE AVE & 67 ST,11377,Queens,QN02,30,40.73516035,-73.89783237,POINT (-73.89783237 40.73516035)
X2362,ERS,SOUTHERN BLVD & BARRETTO ST,10459,Bronx,BX02,17,40.8193642,-73.89306769,POINT (-73.89306769 40.8193642)
Q5845,ERS,139 AVE & 224 ST,11413,Queens,QN13,31,40.67134202,-73.74981001,POINT (-73.74981001 40.67134202)
B3227,ERS,KINGS HWY & E 29 ST,11229,Brooklyn,BK14,45,40.61536341,-73.94573692,POINT (-73.94573692 40.61536341)
X3521,ERS,RESERVOIR AVE & W 195 ST,10468,Bronx,BX07,11,40.86965857,-73.89891854,POINT (-73.89891854 40.86965857)
Q7001,BARS,50 ST & 56 RD,11378,Queens,QN02,30,40.72593088,-73.91836395,POINT (-73.91836395 40.72593088)
M0510,ERS,WEST ST & W 10 ST,10014,Manhattan,MN02,3,40.7331518,-74.01028281,POINT (-74.01028281 40.7331518)
Q9638,ERS,116 ST & BESSEMER ST,11418,Queens,QN09,29,40.70142741,-73.83440228,POINT (-73.83440228 40.70142741)
R0762,BARS,SHARPE AVE AND RICHMOND TERRACE,10302,Staten Island,SI01,49,40.64022468,-74.13666513,POINT (-74.13666513 40.64022468)
R3414,BARS,JUSTIN AVE & TWOMBLEY AVE,10306,Staten Island,SI03,51,40.55627217,-74.13532334,POINT (-74.13532334 40.55627217)
M1598,ERS,ST NICHOLAS AVE & W 141 ST,10031,Manhattan,MN09,7,40.82126386,-73.9460785,POINT (-73.9460785 40.82126386)
R0267,BARS,ST PAULS AVE & CEBRA AVE,10304,Staten Island,SI01,49,40.63030124,-74.08140616,POINT (-74.08140616 40.63030124)
Q4938,ERS,PARSONS BLVD & JEWEL AVE/VAN ARSDALE AVE,11365,Queens,QN08,24,40.73219103,-73.81059417,POINT (-73.81059417 40.73219103)
R3859,ERS,ELMWOOD AVE & OAKDALE ST,10308,Staten Island,SI03,51,40.54489474,-74.15664009,POINT (-74.15664009 40.54489474)
X2523,ERS,SHERIDAN AVE & E 165 ST,10456,Bronx,BX04,16,40.83033432,-73.91894388,POINT (-73.91894388 40.83033432)
B1512,ERS,10 AVE & 18 ST,11215,Brooklyn,BK07,38,40.65638086,-73.98065288,POINT (-73.98065288 40.65638086)
Q7829,BARS,NORTHERN BLVD & 74 ST,11372,Queens,QN03,25,40.75477792,-73.89280345,POINT (-73.89280345 40.75477792)
B0861,ERS,HOWARD AVE & CHAUNCEY ST,11233,Brooklyn,BK03,41,40.68151903,-73.91972011,POINT (-73.91972011 40.68151903)
Q2504,ERS,ROCKAWAY BLVD & 144 ST,11436,Queens,QN12,28,40.67376099,-73.79472574,POINT (-73.79472574 40.67376099)
X4402,ERS,GUNTHER AVE & HAMMERSLEY AVE,10469,Bronx,BX12,12,40.87241369,-73.83995915,POINT (-73.83995915 40.87241369)
Q5950,ERS,139 AVE & 234 ST,11422,Queens,QN13,31,40.66788263,-73.74025262,POINT (-73.74025262 40.66788263)
R2959,ERS,PLATINUM AVE 400' E OF RICHMOND AVE,10314,Staten Island,SI02,51,40.57879835,-74.16793787,POINT (-74.16793787 40.57879835)
Q5274,BARS,89 AVE & 199 ST,11423,Queens,QN12,23,40.71778561,-73.76247897,POINT (-73.76247897 40.71778561)
X3310,ERS,WEBSTER AVE & E 184 ST,10458,Bronx,BX06,15,40.85674336,-73.89526291,POINT (-73.89526291 40.85674336)
Q5037,BARS,106 AVE & 177 ST,11433,Queens,QN12,27,40.70291262,-73.78086798,POINT (-73.78086798 40.70291262)
R1926,ERS,FIELDSTONE RD 300' E OF OLIVER PL,10314,Staten Island,SI02,50,40.61327691,-74.16530963,POINT (-74.16530963 40.61327691)
X3054,ERS,TRATMAN AVE & ROWLAND ST,10461,Bronx,BX10,13,40.83834773,-73.84648986,POINT (-73.84648986 40.83834773)
Q4625,BARS,41 AVE & 71 ST,11377,Queens,QN02,26,40.74486328,-73.89419233,POINT (-73.89419233 40.74486328)
M0393,ERS,UNIVERSITY PL & WASHINGTON SQ N,10011,Manhattan,MN02,1,40.73071521,-73.99556245,POINT (-73.99556245 40.73071521)
R0450,BARS,PARKHILL AVE & PARKHILL COURT,10304,Staten Island,SI01,49,40.61920488,-74.07718193,POINT (-74.07718193 40.61920488)
Q4363,BARS,HARDING XWAY N & 168 ST,11365,Queens,QN07,20,40.7386013,-73.80080765,POINT (-73.80080765 40.7386013)
X2206,ERS,WILLIS AVE & E 146 ST,10455,Bronx,BX01,8,40.8141439,-73.91920039,POINT (-73.91920039 40.8141439)
Q6630,BARS,WEXFORD TERRACE & DALNY RD/184 ST,11432,Queens,QN08,24,40.71513021,-73.77851001,POINT (-73.77851001 40.71513021)
X2622,ERS,S/B BRUCKNER BLVD & WHEELER AVE,10472,Bronx,BX09,17,40.82383124,-73.87923547,POINT (-73.87923547 40.82383124)
Q5477,BARS,HILLSIDE AVE & RANGE ST,11427,Queens,QN13,23,40.73309878,-73.73321009,POINT (-73.73321009 40.73309878)
M0184,ERS,HUDSON ST & VESTRY ST,10013,Manhattan,MN01,1,40.72262671,-74.00811683,POINT (-74.00811683 40.72262671)
B1723,ERS,LIVONIA AVE & SHEFFIELD AVE,11207,Brooklyn,BK05,42,40.66460062,-73.89501573,POINT (-73.89501573 40.66460062)
B3322,ERS,AVE P & EAST 18 ST,11229,Brooklyn,BK14,48,40.61071483,-73.95574067,POINT (-73.95574067 40.61071483)
B1098,ERS,FLATBUSH AVE 1090' S OF GRAND ARMY PLZ,11238,Brooklyn,,35,40.67015502,-73.96716708,POINT (-73.96716708 40.67015502)
X2429,ERS,RANDALL AVE & BARRETTO ST,10474,Bronx,BX02,17,40.81179892,-73.88864501,POINT (-73.88864501 40.81179892)
Q5084,BARS,104 AVES & 183 PL,11423,Queens,QN12,27,40.70523976,-73.77383483,POINT (-73.77383483 40.70523976)
Q9704,BARS,UTOPIA PWAY &JEWEL AVE/VAN ARSDALE AVE,11365,Queens,QN08,24,40.7311822,-73.79400987,POINT (-73.79400987 40.7311822)
X2386,ERS,SUMMIT AVE & W 161 ST,10452,Bronx,BX04,8,40.83084874,-73.93153255,POINT (-73.93153255 40.83084874)
Q7442,BARS,34 AVE & VERNON BLVD,11106,Queens,QN01,26,40.7655298,-73.94027215,POINT (-73.94027215 40.7655298)
M0391,ERS,WAVERLY PL BTW GROVE ST & GAY ST,10014,Manhattan,MN02,3,40.73347388,-74.00133072,POINT (-74.00133072 40.73347388)
Q7235,BARS,HUNTERS POINT AVE & 31 PL,11101,Queens,QN02,26,40.7400687,-73.93544794,POINT (-73.93544794 40.7400687)
Q7653,BARS,DITMARS BLVD & HAZEN ST,11370,Queens,QN01,22,40.76830444,-73.8996163,POINT (-73.8996163 40.76830444)
R1384,ERS,LOCKWOOD PL & NORTH AVE,10314,Staten Island,SI01,49,40.62206003,-74.13385829,POINT (-74.13385829 40.62206003)
X3307,ERS,ARTHUR AVE & E 183 ST,10457,Bronx,BX06,15,40.85317382,-73.88963328,POINT (-73.88963328 40.85317382)
M0922,ERS,1 AVE & E 58 ST,10022,Manhattan,MN06,5,40.75898065,-73.96243278,POINT (-73.96243278 40.75898065)
B1910,ERS,HEGEMAN AVE & BRADFORD ST,11207,Brooklyn,BK05,42,40.66133774,-73.88838556,POINT (-73.88838556 40.66133774)
Q1384,BARS,BEACH CHANNEL DR & BEACH 119 ST,11694,Queens,QN14,32,40.58163288,-73.84128872,POINT (-73.84128872 40.58163288)
M0439,ERS,E 7 ST & AVE C/LOISAIDA AVE,10009,Manhattan,MN03,2,40.72408181,-73.97885851,POINT (-73.97885851 40.72408181)
Q6265,BARS,28 AVE & 202 ST,11360,Queens,QN11,19,40.77303523,-73.78900506,POINT (-73.78900506 40.77303523)
X4907,ERS,BAINBRIDGE AVE & E 199 ST,10458,Bronx,BX07,11,40.86947535,-73.88625054,POINT (-73.88625054 40.86947535)
Q6379,BARS,DOUGLASTON PWAY & 43 AVE,11363,Queens,QN11,19,40.7674654,-73.74717974,POINT (-73.74717974 40.7674654)
R1531,BARS,MOUNTAINVIEW AVE & QUEEN ST,10314,Staten Island,SI02,50,40.60292165,-74.12541186,POINT (-74.12541186 40.60292165)
R3235,ERS,BARLOW AVE & ELTINGVILLE BLVD,10312,Staten Island,SI03,51,40.55725097,-74.16714373,POINT (-74.16714373 40.55725097)
Q5875,ERS,147 AVE & 182 ST,11413,Queens,QN13,31,40.66003673,-73.76530888,POINT (-73.76530888 40.66003673)
R2875,BARS,RICHMOND RD & MC KINLEY AVE/RVFD,10306,Staten Island,SI03,50,40.5724683,-74.14012349,POINT (-74.14012349 40.5724683)
R1029,ERS,WESER AVE & NARROWS RD N,10304,Staten Island,SI01,49,40.60717289,-74.08436867,POINT (-74.08436867 40.60717289)
Q3777,BARS,HARDING XWAY S & FRANCIS LEWIS BLVD,11364,Queens,QN08,23,40.74295028,-73.77536187,POINT (-73.77536187 40.74295028)
X3699,ERS,LACONIA AVE & E 226 ST,10466,Bronx,BX12,12,40.88491967,-73.84882044,POINT (-73.84882044 40.88491967)
M1568,ERS,AMSTERDAM AVE & W 136 ST,10031,Manhattan,MN09,7,40.81957262,-73.95174484,POINT (-73.95174484 40.81957262)
B1480,ERS,9 AVE & 49 ST,11220,Brooklyn,BK12,38,40.6403459,-74.00092542,POINT (-74.00092542 40.6403459)
Q7042,BARS,57 RD & 58 ST,11378,Queens,QN05,30,40.72232146,-73.91203522,POINT (-73.91203522 40.72232146)
R2259,BARS,BEACH AVE & 8 ST,10306,Staten Island,SI02,50,40.57046972,-74.11850994,POINT (-74.11850994 40.57046972)
X3864,ERS,ELY AVE & NEREID AVE,10466,Bronx,BX12,12,40.89866553,-73.84872177,POINT (-73.84872177 40.89866553)
Q9351,BARS,34 AVE & 103 ST,11368,Queens,QN03,21,40.75579973,-73.86534454,POINT (-73.86534454 40.75579973)
B3474,ERS,BATH AVE & 23 AVE,11214,Brooklyn,BK11,47,40.59709333,-73.99522559,POINT (-73.99522559 40.59709333)
B2634,ERS,6 AVE & 58 ST,11220,Brooklyn,BK07,38,40.63929563,-74.01277538,POINT (-74.01277538 40.63929563)
M1066,ERS,5 AVE & E 76 ST,10021,Manhattan,,6,40.77504423,-73.96514745,POINT (-73.96514745 40.77504423)
Q9606,ERS,92 AVE & 102 ST,11418,Queens,QN09,32,40.69115218,-73.84343536,POINT (-73.84343536 40.69115218)
R1747,BARS,MARTIN AVE & NORTH GANNON AVE,10314,Staten Island,SI01,50,40.60814639,-74.13997407,POINT (-74.13997407 40.60814639)
Q9650,ERS,89 AVE & 118 ST,11418,Queens,QN09,29,40.69708221,-73.8304718,POINT (-73.8304718 40.69708221)
X2245,ERS,RIVER AVE & E 151 ST,10451,Bronx,BX04,8,40.82283987,-73.92875517,POINT (-73.92875517 40.82283987)
Q4104,ERS,PUTNAM AVE & FAIRVIEW AVE,11385,Queens,QN05,30,40.70460819,-73.90229014,POINT (-73.90229014 40.70460819)
R3144,BARS,VICTORY BLVD & ALBERTA AVE/OVFD,10314,Staten Island,SI02,50,40.59062527,-74.19227862,POINT (-74.19227862 40.59062527)
B3057,ERS,AVENUE R & E 37 ST,11234,Brooklyn,BK18,46,40.61349744,-73.93423958,POINT (-73.93423958 40.61349744)
Q6902,BARS,NORTHERN BLVD & 195 ST,11358,Queens,QN11,19,40.75794746,-73.78670199,POINT (-73.78670199 40.75794746)
B2966,ERS,QUENTIN RD & W 1 ST,11223,Brooklyn,BK11,44,40.60645199,-73.97458573,POINT (-73.97458573 40.60645199)
Q7637,BARS,BERRIAN BLVD & STEINWAY ST,11105,Queens,QN01,22,40.78018068,-73.89711448,POINT (-73.89711448 40.78018068)
M1763,ERS,WADSWORTH AVE & W 186 ST,10033,Manhattan,MN12,10,40.85289747,-73.93272489,POINT (-73.93272489 40.85289747)
B1603,ERS,WINTHROP ST & E 49 ST,11203,Brooklyn,BK09,41,40.65823509,-73.93209048,POINT (-73.93209048 40.65823509)
R2974,ERS,N/E CORNER OF DEVON LOOP/RVFD,10314,Staten Island,SI02,51,40.58134389,-74.16001849,POINT (-74.16001849 40.58134389)
B0461,ERS,CLARK ST & MONROE PL,11201,Brooklyn,BK02,33,40.69722576,-73.99212342,POINT (-73.99212342 40.69722576)
Q7541,BARS,ASTORIA BLVD S & STEINWAY ST,11103,Queens,QN01,22,40.76885247,-73.91094175,POINT (-73.91094175 40.76885247)
Q4646,BARS,117 ST & 9 AVE,11356,Queens,QN07,19,40.78929965,-73.85063706,POINT (-73.85063706 40.78929965)
X4475,ERS,NEW ENG THWY S/B SR 300' N TILLOTSON AVE,10475,Bronx,BX12,12,40.88171664,-73.83072957,POINT (-73.83072957 40.88171664)
R8706,ERS,W SHORE XWAY S/B 2400' N BLOOMFIELD AVE,10314,Staten Island,SI02,50,40.6179668,-74.17771429,POINT (-74.17771429 40.6179668)
M0259,ERS,FORSYTH ST & GRAND ST,10002,Manhattan,MN03,1,40.71792248,-73.99309432,POINT (-73.99309432 40.71792248)
Q4953,ERS,75 AVE & 60 LA,11385,Queens,QN05,30,40.69858962,-73.89484995,POINT (-73.89484995 40.69858962)
Q9908,BARS,UNDERHILL AVE & 168 ST,11365,Queens,QN07,20,40.74675558,-73.80017472,POINT (-73.80017472 40.74675558)
Q7481,BARS,31 AVE & 50 ST,11377,Queens,QN01,26,40.75756516,-73.90906578,POINT (-73.90906578 40.75756516)
Q9816,ERS,91 AVE & 143 ST,11435,Queens,QN12,24,40.70052111,-73.81105508,POINT (-73.81105508 40.70052111)
Q9586,ERS,METROPOLITAN AVE & 72 AVE,11375,Queens,QN06,29,40.70994038,-73.8480614,POINT (-73.8480614 40.70994038)
X4357,ERS,HUTCH RIV PWAY E & BOLLER AVE/CO-OP CTY,10475,Bronx,BX10,12,40.86272153,-73.82579356,POINT (-73.82579356 40.86272153)
Q4177,ERS,PALMETTO & 64 ST,11385,Queens,QN05,30,40.70890227,-73.89575687,POINT (-73.89575687 40.70890227)
R0965,BARS,VAN NAME AVE & FOREST AVE,10303,Staten Island,SI01,49,40.62569273,-74.15499819,POINT (-74.15499819 40.62569273)
R2614,ERS,TYSENS LA & CLAWSON ST,10306,Staten Island,SI03,50,40.56492164,-74.11804055,POINT (-74.11804055 40.56492164)
R0681,ERS,MC CLEAN AVE & LILY POND AVE,10305,Staten Island,GNRA,50,40.59893486,-74.06375933,POINT (-74.06375933 40.59893486)
Q4975,BARS,HARDING XWAY S & 166 ST,11365,Queens,QN08,24,40.73798358,-73.80263126,POINT (-73.80263126 40.73798358)
R0818,ERS,BRISTOL AVE & LITTLE CLOVE RD,10301,Staten Island,SI01,49,40.6116718,-74.10962323,POINT (-74.10962323 40.6116718)
B1940,ERS,FULTON ST & ELDERTS LA,11421,Queens,QN09,37,40.68526956,-73.86659848,POINT (-73.86659848 40.68526956)
B0705,ERS,PORTER AVE & THAMES ST,11237,Brooklyn,BK01,34,40.70548143,-73.92825469,POINT (-73.92825469 40.70548143)
Q4068,BARS,26 AVE & 212 ST,11360,Queens,QN07,19,40.77816042,-73.77769355,POINT (-73.77769355 40.77816042)
X3748,ERS,JOHNSON AVE & W 235 ST,10463,Bronx,BX08,11,40.88565778,-73.90998149,POINT (-73.90998149 40.88565778)
Q4106,ERS,GATES AVE & FAIRVIEW AVE,11385,Queens,QN05,30,40.70636143,-73.9052554,POINT (-73.9052554 40.70636143)
Q6893,ERS,121 AVE & 233 ST,11413,Queens,QN13,27,40.6851211,-73.73222006,POINT (-73.73222006 40.6851211)
R0254,ERS,VAN DUZER ST & WILLIAM ST,10304,Staten Island,SI01,49,40.63098034,-74.07785239,POINT (-74.07785239 40.63098034)
B0129,BARS,METROPOLITAN AVE & MARCY AVE,11211,Brooklyn,BK01,33,40.7140717,-73.95433904,POINT (-73.95433904 40.7140717)
Q6509,BARS,85 AVE & 162 ST,11432,Queens,QN08,24,40.71253893,-73.80259342,POINT (-73.80259342 40.71253893)
R0496,ERS,ST MARYS AVE & REYNOLDS ST,10305,Staten Island,SI01,49,40.61166476,-74.07654461,POINT (-74.07654461 40.61166476)
M0809,ERS,LEXINGTON AVE & E 45 ST,10017,Manhattan,MN05,4,40.75336712,-73.97464798,POINT (-73.97464798 40.75336712)
Q9551,ERS,69 AVE & LOUBET ST,11375,Queens,QN06,29,40.71423227,-73.85385273,POINT (-73.85385273 40.71423227)
Q5254,BARS,HILLSIDE AVE & 184 PL,11432,Queens,QN12,24,40.71426199,-73.77712347,POINT (-73.77712347 40.71426199)
Q9751,BARS,PECK AVE & 64 AVE,11365,Queens,QN08,23,40.74139974,-73.77839915,POINT (-73.77839915 40.74139974)
X2773,ERS,INWOOD AVE & MCCOMBS RD,10452,Bronx,BX04,16,40.84186243,-73.91811181,POINT (-73.91811181 40.84186243)
B0213,ERS,S 1 ST & BERRY ST,11211,Brooklyn,BK01,34,40.71445515,-73.96320185,POINT (-73.96320185 40.71445515)
B0834,ERS,BROADWAY & COVERT ST,11233,Brooklyn,BK04,41,40.68479987,-73.913797,POINT (-73.913797 40.68479987)
Q4693,BARS,UTOPIA PWAY & CRYDERS LA,11360,Queens,QN07,19,40.78922309,-73.79403915,POINT (-73.79403915 40.78922309)
B3376,ERS,AVENUE W & WEST ST,11223,Brooklyn,BK15,47,40.59266343,-73.97062858,POINT (-73.97062858 40.59266343)
R3674,ERS,WAINWRIGHT AVE & WILSON AVE,10312,Staten Island,SI03,51,40.54469996,-74.16841321,POINT (-74.16841321 40.54469996)
B0924,ERS,ATLANTIC AVE & ALBANY AVE,11213,Brooklyn,BK03,36,40.67786257,-73.93862493,POINT (-73.93862493 40.67786257)
B1186,ERS,MARINE AVE & 93 ST,11209,Brooklyn,BK10,43,40.61923374,-74.03736908,POINT (-74.03736908 40.61923374)
Q4707,ERS,135 AVE & 140 ST,11436,Queens,QN12,28,40.66797625,-73.79813166,POINT (-73.79813166 40.66797625)
Q7206,BARS,SKILLMAN AVE & PEARSON PL,11101,Queens,QN02,26,40.74336893,-73.94297614,POINT (-73.94297614 40.74336893)
Q5314,BARS,104 AVE & 198 ST,11423,Queens,QN12,27,40.7083792,-73.76050986,POINT (-73.76050986 40.7083792)
B0773,ERS,BROADWAY OPP LINDEN ST,11221,Brooklyn,BK04,34,40.68992392,-73.92280702,POINT (-73.92280702 40.68992392)
Q6094,ERS,LIBERTY AVE & 134 ST,11419,Queens,QN10,28,40.6914078,-73.81271762,POINT (-73.81271762 40.6914078)
Q7717,BARS,24 AVE & 96 ST,11369,Queens,QN03,21,40.76625743,-73.87390969,POINT (-73.87390969 40.76625743)
B1450,ERS,4 AVE & 36 ST,11232,Brooklyn,BK07,38,40.65430911,-74.0044193,POINT (-74.0044193 40.65430911)
R1848,BARS,LACONIA AVE & SLATER BLVD,10305,Staten Island,SI02,50,40.5824626,-74.09319189,POINT (-74.09319189 40.5824626)
Q6592,BARS,UNION TPK & 175 ST,11432,Queens,QN08,24,40.72481475,-73.79426627,POINT (-73.79426627 40.72481475)
Q4801,BARS,HILLSIDE AVE & 168 PL,11432,Queens,QN12,27,40.71035233,-73.7938961,POINT (-73.7938961 40.71035233)
R2037,BARS,HAMDEN AVE & SOUTH RAILROAD AVE,10306,Staten Island,SI02,50,40.58162838,-74.10568816,POINT (-74.10568816 40.58162838)
Q7737,BARS,ASTORIA BLVD & 95TH ST,11369,Queens,QN03,21,40.76281789,-73.87419536,POINT (-73.87419536 40.76281789)
B3025,ERS,AVENUE M & E 23 ST,11210,Brooklyn,BK14,48,40.61887535,-73.9521485,POINT (-73.9521485 40.61887535)
X3600,ERS,LURTING AVE & DUNCAN ST,10469,Bronx,BX12,12,40.87303043,-73.85655118,POINT (-73.85655118 40.87303043)
Q1074,BARS,CAFFREY AVE & NEW HAVEN AVES,11691,Queens,QN14,31,40.59951272,-73.74978568,POINT (-73.74978568 40.59951272)
M1031,ERS,YORK AVE & E 71 ST,10021,Manhattan,MN08,5,40.76616536,-73.9542481,POINT (-73.9542481 40.76616536)
R2965,ERS,MARSH AV 800'S OF RICHMOND HILL RD/RVFD,10314,Staten Island,SI02,51,40.58380944,-74.16146269,POINT (-74.16146269 40.58380944)
Q6565,BARS,84 RD & LANDER ST,11435,Queens,QN08,24,40.71280886,-73.81553206,POINT (-73.81553206 40.71280886)
Q7273,BARS,47 AVE & 28 ST,11101,Queens,QN02,26,40.74353431,-73.93949798,POINT (-73.93949798 40.74353431)
R3835,ERS,AMBOY RD 125' W OF ACACIA AVE,10308,Staten Island,SI03,51,40.54776228,-74.15615707,POINT (-74.15615707 40.54776228)
Q5212,ERS,131 AVE & 135 PL,11420,Queens,QN10,28,40.6704874,-73.80265634,POINT (-73.80265634 40.6704874)
Q9577,ERS,ASCAN AVE & BURNS ST,11375,Queens,QN06,29,40.71726177,-73.84110678,POINT (-73.84110678 40.71726177)
B2546,ERS,15 AVE & 42 ST,11219,Brooklyn,BK12,39,40.63628461,-73.98363417,POINT (-73.98363417 40.63628461)
R4718,ERS,INDALE AVE OPP MARINE DR,10309,Staten Island,SI03,51,40.51403096,-74.20396035,POINT (-74.20396035 40.51403096)
X2836,ERS,METCALF AVE & BRUCKNER BLVD N/B,10473,Bronx,BX09,18,40.82429431,-73.87128433,POINT (-73.87128433 40.82429431)
B3065,ERS,AVENUE I & E 31 ST,11210,Brooklyn,BK18,45,40.62927664,-73.94632622,POINT (-73.94632622 40.62927664)
Q4665,ERS,E/S WOODHAVEN BLVD & UNION TPK,11385,Queens,QN06,30,40.70584043,-73.85814714,POINT (-73.85814714 40.70584043)
B2951,ERS,24 AVE & DAHILL RD,11204,Brooklyn,BK11,44,40.61318637,-73.97489296,POINT (-73.97489296 40.61318637)
R0085,ERS,JERSEY ST & CASTLETON AVE,10301,Staten Island,SI01,49,40.6363596,-74.08513463,POINT (-74.08513463 40.6363596)
M0191,ERS,CROSBY ST & HOWARD ST,10013,Manhattan,MN02,1,40.71955245,-74.00062227,POINT (-74.00062227 40.71955245)
B3389,ERS,KINGS HWY & E 2 ST,11223,Brooklyn,BK15,44,40.60432187,-73.97099041,POINT (-73.97099041 40.60432187)
R2494,ERS,WALDEN AVE & FOXHOLM ST/RVFD,10306,Staten Island,SI02,50,40.57749335,-74.12021836,POINT (-74.12021836 40.57749335)
Q4447,BARS,46 AVE & 149 ST,11355,Queens,QN07,20,40.75420918,-73.81221356,POINT (-73.81221356 40.75420918)
Q1225,ERS,ROCKAWAY BEACH BLVD & BEACH 50 ST,11691,Queens,QN14,31,40.59321095,-73.78071905,POINT (-73.78071905 40.59321095)
X3930,ERS,DELAFIELD AVE & W 257 ST,10471,Bronx,BX08,11,40.90491422,-73.90379463,POINT (-73.90379463 40.90491422)
B0241,ERS,UNION AVE & GRAND ST,11211,Brooklyn,BK01,34,40.71095662,-73.95111566,POINT (-73.95111566 40.71095662)
Q9690,BARS,KEW GARDENS RD & 131 ST,11418,Queens,QN09,29,40.70495813,-73.82177817,POINT (-73.82177817 40.70495813)
R0185,ERS,BARD AVE & PARSONS PL,10301,Staten Island,SI01,49,40.62810389,-74.105292,POINT (-74.105292 40.62810389)
X2919,ERS,CLAY AVE & E 173 ST,10457,Bronx,BX04,15,40.84337489,-73.90493736,POINT (-73.90493736 40.84337489)
Q6410,BARS,HARDING XWAY S & LITTLE NECK PWAY,11362,Queens,QN11,23,40.76380832,-73.72406228,POINT (-73.72406228 40.76380832)
B1468,ERS,5 AVE & 43 ST,11232,Brooklyn,BK07,38,40.64902242,-74.00624092,POINT (-74.00624092 40.64902242)
Q7683,BARS,23 AVE & 89 ST,11369,Queens,QN03,22,40.7676303,-73.88095246,POINT (-73.88095246 40.7676303)
X2942,ERS,CROTONA AVE & CROTONA PARK N,10457,Bronx,BX06,17,40.8421903,-73.89410151,POINT (-73.89410151 40.8421903)
B3783,ERS,13 AVE & 40 ST,11218,Brooklyn,BK12,39,40.64006924,-73.98687608,POINT (-73.98687608 40.64006924)
X4326,ERS,WILKINSON AVE & EDISON AVE,10461,Bronx,BX10,13,40.85173626,-73.83196109,POINT (-73.83196109 40.85173626)
Q5461,BARS,JAMAICA AVE & LITTLE NECK PWAY,11426,Queens,QN13,23,40.72733282,-73.71066784,POINT (-73.71066784 40.72733282)
B2598,ERS,18 AVE & E 2 ST,11218,Brooklyn,BK14,44,40.6312759,-73.97604936,POINT (-73.97604936 40.6312759)
Q2065,ERS,164 AVE & 97 ST,11414,Queens,QN10,32,40.65134899,-73.83405108,POINT (-73.83405108 40.65134899)
M0436,ERS,1 AVE & E 6 ST,10009,Manhattan,MN03,2,40.72639823,-73.98616358,POINT (-73.98616358 40.72639823)
R1394,ERS,BRADLEY AVE & VICTORY BLVD,10314,Staten Island,SI01,50,40.61243843,-74.13230552,POINT (-74.13230552 40.61243843)
R0873,ERS,GRAND AVE & ALPINE AVE,10301,Staten Island,SI01,49,40.61580759,-74.09899609,POINT (-74.09899609 40.61580759)
Q7758,BARS,30 AVE & 83RD ST,11370,Queens,QN03,22,40.76131542,-73.88546755,POINT (-73.88546755 40.76131542)
M1665,ERS,AMSTERDAM AVE & W 154 ST,10032,Manhattan,MN09,7,40.83089139,-73.9434719,POINT (-73.9434719 40.83089139)
X3579,ERS,BAINBRIDGE AVE & E GUN HILL RD,10467,Bronx,BX07,11,40.88107652,-73.87848743,POINT (-73.87848743 40.88107652)
R0121,ERS,HENDERSON AVE & CASSIDY PL,10301,Staten Island,SI01,49,40.64238921,-74.09320378,POINT (-74.09320378 40.64238921)
Q7514,BARS,ASTORIA BLVD & 4 ST,11102,Queens,QN01,22,40.77302762,-73.93343259,POINT (-73.93343259 40.77302762)
Q9797,BARS,67 AVE & 231 ST,11364,Queens,QN11,23,40.74771356,-73.74589502,POINT (-73.74589502 40.74771356)
B1054,ERS,ROGERS AVE & RUTLAND RD,11225,Brooklyn,BK09,40,40.65922655,-73.95338453,POINT (-73.95338453 40.65922655)
B0534,ERS,COURT ST & AMITY ST,11201,Brooklyn,BK02,39,40.68836464,-73.99300452,POINT (-73.99300452 40.68836464)
B3728,ERS,ALBEMARLE RD & OAKLAND PL,11226,Brooklyn,BK17,40,40.64790342,-73.95494795,POINT (-73.95494795 40.64790342)
Q1053,BARS,NAMEOKE & AUGUSTINA AVES,11691,Queens,QN14,31,40.60691473,-73.75079012,POINT (-73.75079012 40.60691473)
