BOROBOX,BOX_TYPE,LOCATION,ZIP,BOROUGH,COMMUNITYDISTICT,CITYCOUNCIL,LATITUDE,LONGITUDE,Location Point
X3924,ERS,RIVERDALE AVE & W 256 ST,10471,Bronx,BX08,11,40.90413995,-73.90500678,POINT (-73.90500678 40.90413995)
R4294,ERS,BARCLAY AVE & EDWIN ST,10312,Staten Island,SI03,51,40.53551682,-74.17274249,POINT (-74.17274249 40.53551682)
B3332,ERS,AVENUE U & COYLE ST,11229,Brooklyn,BK15,46,40.60094887,-73.93715063,POINT (-73.93715063 40.60094887)
B0361,ERS,HARRISON AVE & FLUSHING AVE,11206,Brooklyn,BK01,36,40.70012281,-73.94712762,POINT (-73.94712762 40.70012281)
X4312,ERS,HUTCH RIV PWAY & ROBERTS AVE,10461,Bronx,BX10,13,40.84574326,-73.83611215,POINT (-73.83611215 40.84574326)
R1789,BARS,BRADLEY AVE & NORTH GANNON AVE,10314,Staten Island,SI01,49,40.60855196,-74.13215051,POINT (-74.13215051 40.60855196)
Q2147,ERS,101 AVE & 95 ST,11416,Queens,QN09,32,40.68457611,-73.84491829,POINT (-73.84491829 40.68457611)
X2571,ERS,JEROME AVE 100' N OF W 166 ST,10452,Bronx,BX04,16,40.83481126,-73.92398192,POINT (-73.92398192 40.83481126)
Q5232,ERS,135 AVE & 133 ST,11420,Queens,QN10,28,40.66764293,-73.80623715,POINT (-73.80623715 40.66764293)
B1134,ERS,4 AVE & 77 ST,11209,Brooklyn,BK10,43,40.62937771,-74.02566011,POINT (-74.02566011 40.62937771)
X4246,ERS,BAISLEY AVE & HOBART AVE,10461,Bronx,BX10,13,40.83670699,-73.8266266,POINT (-73.8266266 40.83670699)
Q8810,BARS,105 AVE & INWOOD ST,11435,Queens,QN12,28,40.69270999,-73.80717006,POINT (-73.80717006 40.69270999)
Q5839,ERS,135 AVE & 223 ST,11413,Queens,QN13,31,40.67653773,-73.74727552,POINT (-73.74727552 40.67653773)
M0728,ERS,11 AVE & W 36 ST,10018,Manhattan,MN04,3,40.75706637,-74.00105427,POINT (-74.00105427 40.75706637)
M1035,ERS,5 AVE & E 72 ST,10021,Manhattan,,6,40.77246122,-73.96703948,POINT (-73.96703948 40.77246122)
Q7548,BARS,23 AVE & 42 ST,11105,Queens,QN01,22,40.77006306,-73.90678176,POINT (-73.90678176 40.77006306)
Q9827,ERS,ARCHER AVE & 144 PL,11435,Queens,QN12,27,40.69985035,-73.80973198,POINT (-73.80973198 40.69985035)
R0536,ERS,FAIRVIEW AVE & DRAKE AVE,10314,Staten Island,SI01,50,40.61908431,-74.11969975,POINT (-74.11969975 40.61908431)
B1025,ERS,E/S KINGSTON AVE 200' N OF WINTHROP ST,11203,Brooklyn,BK09,40,40.6581689,-73.94251079,POINT (-73.94251079 40.6581689)
Q8817,BARS,107 AVE & 142 ST,11435,Queens,QN12,28,40.68959459,-73.807337,POINT (-73.807337 40.68959459)
R0361,ERS,STARR AVE & HARTFORD AVE,10310,Staten Island,SI01,49,40.62228874,-74.10947848,POINT (-74.10947848 40.62228874)
Q4194,ERS,METROPOLITAN AVE & ADMIRAL AVE,11379,Queens,QN05,30,40.7125803,-73.89768323,POINT (-73.89768323 40.7125803)
B2217,ERS,REMSEN AVE & AVENUE B,11236,Brooklyn,BK17,45,40.64952763,-73.91631994,POINT (-73.91631994 40.64952763)
Q7678,BARS,23 AVE & 85 ST,11369,Queens,QN03,21,40.76699044,-73.88460353,POINT (-73.88460353 40.76699044)
Q5698,BARS,110 AVE & 214 ST,11429,Queens,QN13,27,40.70808497,-73.7432811,POINT (-73.7432811 40.70808497)
Q7388,BARS,36 AVE & 32 ST,11106,Queens,QN01,26,40.75621258,-73.92895588,POINT (-73.92895588 40.75621258)
R3468,BARS,FIELDWAY AVE & TRENT ST,10308,Staten Island,SI03,51,40.55013302,-74.14211604,POINT (-74.14211604 40.55013302)
Q6288,BARS,26 AVE & 206 ST,11360,Queens,QN11,19,40.77553561,-73.7863139,POINT (-73.7863139 40.77553561)
M1917,ERS,EAST RD. AT POWERHOUSE-ROOSEVELT IS,10044,Manhattan,MN08,5,40.75702597,-73.95322281,POINT (-73.95322281 40.75702597)
Q7125,BARS,45 RD & VERNON BLVD,11101,Queens,QN02,26,40.74757053,-73.95247959,POINT (-73.95247959 40.74757053)
R3561,ERS,HAMPTON GREEN & BEEKMAN CIR/VILL GREENS,10312,Staten Island,SI03,51,40.55419667,-74.19563611,POINT (-74.19563611 40.55419667)
Q4338,ERS,59 AVE & LAWRENCE ST,11355,Queens,QN07,20,40.74464026,-73.83354613,POINT (-73.83354613 40.74464026)
M1159,ERS,YORK AVE & E 85 ST,10028,Manhattan,MN08,5,40.77524625,-73.94762344,POINT (-73.94762344 40.77524625)
X2464,ERS,EAST BAY AVE & HUNTS POINT AVE,10474,Bronx,BX02,17,40.80939848,-73.88036363,POINT (-73.88036363 40.80939848)
Q9455,ERS,57 RD & 134 ST,11355,Queens,QN07,20,40.7465382,-73.83118356,POINT (-73.83118356 40.7465382)
X3761,ERS,RIVERDALE AVE & W 238 ST,10463,Bronx,BX08,11,40.88772198,-73.90747397,POINT (-73.90747397 40.88772198)
B3391,ERS,SHELL RD 200' S OF AVENUE X,11223,Brooklyn,BK15,47,40.58804537,-73.97409715,POINT (-73.97409715 40.58804537)
B2062,ERS,LIBERTY AVE & VERMONT ST,11207,Brooklyn,BK05,37,40.6746841,-73.89459384,POINT (-73.89459384 40.6746841)
B1278,ERS,6 AVE & 15 ST,11215,Brooklyn,BK06,39,40.66442521,-73.98695102,POINT (-73.98695102 40.66442521)
M0123,ERS,NEW CHAMBERS ST 200' SE OF ST JAMES PL,10038,Manhattan,MN03,1,40.71093887,-73.99943235,POINT (-73.99943235 40.71093887)
B3401,ERS,KINGS HWY & W 8 ST,11223,Brooklyn,BK11,44,40.60527997,-73.98113341,POINT (-73.98113341 40.60527997)
B0588,ERS,3 AVE & FLATBUSH AVE,11217,Brooklyn,BK02,33,40.6870039,-73.97959038,POINT (-73.97959038 40.6870039)
M1686,ERS,AMSTERDAM AVE & W 162 ST,10032,Manhattan,MN12,10,40.83579394,-73.93988786,POINT (-73.93988786 40.83579394)
B1339,ERS,SMITH ST & GARNET ST,11231,Brooklyn,BK06,39,40.67411461,-73.99807659,POINT (-73.99807659 40.67411461)
B0174,BARS,MORGAN AVE & JACKSON ST,11211,Brooklyn,BK01,34,40.71810146,-73.93694817,POINT (-73.93694817 40.71810146)
R4450,ERS,HYLAN BLVD & WENDY DR,10312,Staten Island,SI03,51,40.52671022,-74.17840915,POINT (-74.17840915 40.52671022)
X3361,ERS,SEDGWICK AVE & BAILEY AVE,10468,Bronx,BX07,14,40.86534544,-73.90848814,POINT (-73.90848814 40.86534544)
Q7091,ERS,51 AVE & 69 ST,11377,Queens,QN02,30,40.73523885,-73.89601576,POINT (-73.89601576 40.73523885)
Q4907,ERS,71 AVE & 162 ST,11365,Queens,QN08,24,40.73042231,-73.80712086,POINT (-73.80712086 40.73042231)
B1892,ERS,NICHOLS AVE & ETNA ST,11208,Brooklyn,BK05,37,40.68787808,-73.86945308,POINT (-73.86945308 40.68787808)
R4526,ERS,BARNARD AVE & CRAIG AVE,10307,Staten Island,SI03,51,40.51405552,-74.24177255,POINT (-74.24177255 40.51405552)
X2794,ERS,E MOUNT EDEN AVE & TOPPING AVE,10457,Bronx,BX04,16,40.84261257,-73.90593248,POINT (-73.90593248 40.84261257)
M1402,ERS,PLEASANT AVE & E 117 ST,10035,Manhattan,MN11,8,40.79573168,-73.93266072,POINT (-73.93266072 40.79573168)
B3224,ERS,AVENUE R & STUART ST,11229,Brooklyn,BK15,46,40.60876774,-73.94154758,POINT (-73.94154758 40.60876774)
B0941,ERS,JEFFERSON AVE & MARCY AVE,11216,Brooklyn,BK03,36,40.68364622,-73.9468728,POINT (-73.9468728 40.68364622)
Q5052,BARS,JAMAICA AVE & 184 PL,11423,Queens,QN12,27,40.70941945,-73.77489153,POINT (-73.77489153 40.70941945)
X2332,ERS,INTERVALE AVE & SOUTHERN BLVD,10459,Bronx,BX02,17,40.81719727,-73.89531545,POINT (-73.89531545 40.81719727)
B3090,ERS,AVENUE J & E 40 ST,11210,Brooklyn,BK18,45,40.62757327,-73.93748737,POINT (-73.93748737 40.62757327)
M0031,ERS,BROAD ST & BEAVER ST,10004,Manhattan,MN01,1,40.70495073,-74.01154981,POINT (-74.01154981 40.70495073)
B1637,ERS,BLAKE AVE & HOWARD AVE,11212,Brooklyn,BK16,41,40.66423048,-73.91909682,POINT (-73.91909682 40.66423048)
Q1903,BARS,LAKEWOOD AVE & SUTPHIN BLVD,11435,Queens,QN12,28,40.69358921,-73.80018798,POINT (-73.80018798 40.69358921)
R1519,BARS,QUINLAN AVE & SOUTH GANNON AVE,10314,Staten Island,SI02,49,40.60797942,-74.12870941,POINT (-74.12870941 40.60797942)
Q3153,ERS,QUEENS BLVD & 78 AVE,11375,Queens,QN06,29,40.71511975,-73.83223132,POINT (-73.83223132 40.71511975)
Q5681,BARS,115 AVE & 210 ST,11411,Queens,QN13,27,40.7004901,-73.74411298,POINT (-73.74411298 40.7004901)
B3876,ERS,24 AVE & 85 ST,11214,Brooklyn,BK11,47,40.59985501,-73.98876938,POINT (-73.98876938 40.59985501)
Q5240,ERS,135 AVE & 116 ST,11420,Queens,QN10,32,40.671044,-73.82364762,POINT (-73.82364762 40.671044)
M0246,ERS,MADISON ST & JACKSON ST,10002,Manhattan,MN03,2,40.7135548,-73.98085306,POINT (-73.98085306 40.7135548)
Q6742,BARS,86 AVE & 251 ST,11426,Queens,QN13,23,40.731981,-73.71522779,POINT (-73.71522779 40.731981)
B0527,ERS,ATLANTIC AVE & HENRY ST,11201,Brooklyn,BK02,33,40.69075777,-73.99623278,POINT (-73.99623278 40.69075777)
Q3255,BARS,47 AVE & 61 ST,11377,Queens,QN02,26,40.73988213,-73.90326137,POINT (-73.90326137 40.73988213)
Q3007,BARS,LAUREL HILL BLVD S & 48 ST,11377,Queens,QN02,30,40.73511167,-73.91829644,POINT (-73.91829644 40.73511167)
B1785,ERS,FULTON ST & LINWOOD ST,11208,Brooklyn,BK05,37,40.68022099,-73.88378541,POINT (-73.88378541 40.68022099)
X2841,ERS,WHEELER AVE & BRUCKNER BLVD N/B,10473,Bronx,BX09,17,40.82331384,-73.87879983,POINT (-73.87879983 40.82331384)
Q3189,ERS,S/S QUEENS BLVD OPP 84 DR,11435,Queens,QN08,24,40.70865213,-73.81875086,POINT (-73.81875086 40.70865213)
M1636,ERS,ESPLANADE GARDENS PLZ & W 147 ST,10039,Manhattan,MN10,9,40.82174899,-73.93533446,POINT (-73.93533446 40.82174899)
Q7590,BARS,20 AVE & 43 ST,11105,Queens,QN01,22,40.77493191,-73.89950722,POINT (-73.89950722 40.77493191)
R1229,BARS,MALLORY AVE & OLYMPIA BLVD,10305,Staten Island,SI02,50,40.59078497,-74.07583967,POINT (-74.07583967 40.59078497)
M1029,ERS,2 AVE & E 71 ST,10021,Manhattan,MN08,4,40.76811991,-73.95886195,POINT (-73.95886195 40.76811991)
Q7149,BARS,44 AVE & VERNON BLVD,11101,Queens,QN02,26,40.75056628,-73.95226351,POINT (-73.95226351 40.75056628)
Q4419,BARS,LABURNUM AVE & PARSONS BLVD,11355,Queens,QN07,20,40.75220006,-73.81235561,POINT (-73.81235561 40.75220006)
R2397,ERS,ARLENE ST & PAULDING AVE/OVFD,10314,Staten Island,SI02,50,40.60843908,-74.16556723,POINT (-74.16556723 40.60843908)
X2943,ERS,MARMION AVE & CROTONA PARK N,10457,Bronx,BX03,17,40.83987367,-73.89017469,POINT (-73.89017469 40.83987367)
B2624,ERS,7 AVE & 57 ST,11220,Brooklyn,BK07,38,40.63852434,-74.00998983,POINT (-74.00998983 40.63852434)
Q8518,ERS,90 AVE & 77 ST,11421,Queens,QN09,30,40.68767927,-73.863816,POINT (-73.863816 40.68767927)
Q6136,BARS,48 AVE & 211 ST,11364,Queens,QN11,23,40.75495233,-73.76998956,POINT (-73.76998956 40.75495233)
B0132,ERS,ROEBLING ST & N 11 ST,11211,Brooklyn,BK01,33,40.71846243,-73.95280288,POINT (-73.95280288 40.71846243)
B1599,ERS,LENOX RD & E 39 ST,11203,Brooklyn,BK17,41,40.65468131,-73.9413261,POINT (-73.9413261 40.65468131)
Q1450,BARS,BEACH CHNL DR 100' E OF MARINE PKWY BRDG,11694,Queens,GNRA,32,40.56749845,-73.87842288,POINT (-73.87842288 40.56749845)
X3190,ERS,BATHGATE AVE & E 184 ST,10458,Bronx,BX06,15,40.85517128,-73.89127867,POINT (-73.89127867 40.85517128)
B0175,BARS,VANDERVOORT AVE & JACKSON ST,11211,Brooklyn,BK01,34,40.71852136,-73.93528733,POINT (-73.93528733 40.71852136)
Q2674,BARS,133 AVE & BREWER BLVD,11434,Queens,QN12,28,40.67432062,-73.77655322,POINT (-73.77655322 40.67432062)
X3683,ERS,WHITE PLAINS RD & E 224 ST,10466,Bronx,BX12,12,40.88709674,-73.86086182,POINT (-73.86086182 40.88709674)
Q9281,BARS,56 AVE & 94 ST,11373,Queens,QN04,25,40.73690595,-73.86834283,POINT (-73.86834283 40.73690595)
R2928,ERS,RICHMOND AVE & NORTH END OF SI MALL,10314,Staten Island,SI02,51,40.58497862,-74.16837676,POINT (-74.16837676 40.58497862)
R0819,ERS,LITTLE CLOVE RD & ALBERT ST,10301,Staten Island,SI01,49,40.61237019,-74.11121292,POINT (-74.11121292 40.61237019)
R0287,ERS,ST PAULS AVE & VAN DUZER ST,10304,Staten Island,SI01,49,40.62621144,-74.0842188,POINT (-74.0842188 40.62621144)
B0830,ERS,BROADWAY OPP CORNELIA ST,11221,Brooklyn,BK04,41,40.68735667,-73.91829346,POINT (-73.91829346 40.68735667)
R0619,BARS,MARYLAND AVE & WHITE ST,10305,Staten Island,SI01,49,40.61295638,-74.06634638,POINT (-74.06634638 40.61295638)
Q4486,ERS,BEECH AVE & 149 ST,11355,Queens,QN07,20,40.75874114,-73.81432775,POINT (-73.81432775 40.75874114)
X2593,ERS,TINTON AVE & E 168 ST,10456,Bronx,BX03,17,40.8291507,-73.90042854,POINT (-73.90042854 40.8291507)
Q5496,BARS,EAST WILLISTON AVE & 260 ST,NA,Queens,QN13,23,40.73546029,-73.70762477,POINT (-73.70762477 40.73546029)
Q5427,BARS,93 AVE & 220 ST,11428,Queens,QN13,23,40.72295847,-73.73603698,POINT (-73.73603698 40.72295847)
R1365,ERS,BIDWELL AVE & COLLEGE AVE,10314,Staten Island,SI01,50,40.62137549,-74.13617865,POINT (-74.13617865 40.62137549)
Q1315,ERS,ROCKAWAY BEACH BOULEVARD AND BEACH 73RD STREET,11692,Queens,QN14,31,40.59042842,-73.80118793,POINT (-73.80118793 40.59042842)
Q5617,BARS,111 RD & 194 ST,11412,Queens,QN12,27,40.70186988,-73.76200969,POINT (-73.76200969 40.70186988)
X3541,ERS,WEBSTER AVE & E 204 ST,10467,Bronx,BX07,11,40.87111903,-73.8768271,POINT (-73.8768271 40.87111903)
Q9686,ERS,89 AVE & 130 ST,11418,Queens,QN09,29,40.69969884,-73.82124984,POINT (-73.82124984 40.69969884)
Q8526,ERS,88 RD & 78 ST,11421,Queens,QN09,30,40.68914548,-73.86321753,POINT (-73.86321753 40.68914548)
R1468,BARS,DELAWARE ST & RICHMOND RD,10304,Staten Island,SI02,50,40.59387137,-74.09979589,POINT (-74.09979589 40.59387137)
R4827,ERS,AMARON LA & CELINA LA,10307,Staten Island,SI03,51,40.50664168,-74.23670737,POINT (-74.23670737 40.50664168)
M1355,ERS,BROADWAY & W 112 ST,10025,Manhattan,MN09,7,40.80545301,-73.96576399,POINT (-73.96576399 40.80545301)
Q9522,ERS,WOODHAVEN BLVD & 65 DR,11374,Queens,QN06,29,40.71884481,-73.86412298,POINT (-73.86412298 40.71884481)
M0447,ERS,4 AVE & E 9 ST,10003,Manhattan,MN02,2,40.73056496,-73.99050559,POINT (-73.99050559 40.73056496)
B2392,ERS,AVENUE L & E 83 ST,11236,Brooklyn,BK18,46,40.63201245,-73.9056021,POINT (-73.9056021 40.63201245)
R2685,BARS,ADELAIDE AVE & RIGA ST,10306,Staten Island,SI03,50,40.5568822,-74.11664764,POINT (-74.11664764 40.5568822)
Q5425,BARS,JAMAICA AVE & 218 ST,11428,Queens,QN13,23,40.71805341,-73.73692382,POINT (-73.73692382 40.71805341)
B1210,ERS,PROSPECT PARK W & 12 ST,11215,Brooklyn,,39,40.66279901,-73.97834945,POINT (-73.97834945 40.66279901)
M1097,ERS,5 AVE & E 80 ST,83,Manhattan,,6,40.77767705,-73.96322992,POINT (-73.96322992 40.77767705)
Q7764,BARS,31 AVE & 84TH ST,11370,Queens,QN03,25,40.75942714,-73.88417585,POINT (-73.88417585 40.75942714)
R1471,BARS,ALTER AVE & PLATTSBURG ST,10304,Staten Island,SI02,50,40.5926627,-74.09845657,POINT (-74.09845657 40.5926627)
M2028,ERS,ALBANY ST & HUDSON RIVER,10280,Manhattan,MN01,1,40.71051831,-74.01821185,POINT (-74.01821185 40.71051831)
M1285,ERS,CENTRAL PARK W & W 103 ST,10025,Manhattan,,6,40.79611083,-73.96144061,POINT (-73.96144061 40.79611083)
M0337,ERS,MOTT ST & PRINCE ST,10012,Manhattan,MN02,1,40.72303591,-73.99490868,POINT (-73.99490868 40.72303591)
Q4657,BARS,152 ST & 12 RD,11357,Queens,QN07,19,40.79072379,-73.81008033,POINT (-73.81008033 40.79072379)
R4520,BARS,GIRARD ST 300' N OF ARTHUR KILL RD,10307,Staten Island,SI03,51,40.51453726,-74.24854375,POINT (-74.24854375 40.51453726)
B3920,ERS,AVENUE H & E 18 ST,11230,Brooklyn,BK14,45,40.63026902,-73.95944202,POINT (-73.95944202 40.63026902)
B2783,ERS,13 AVE & 80 ST,11228,Brooklyn,BK10,43,40.61746373,-74.01038259,POINT (-74.01038259 40.61746373)
B0536,ERS,COURT ST & WARREN ST,11201,Brooklyn,BK06,39,40.68673156,-73.99388636,POINT (-73.99388636 40.68673156)
B1592,ERS,SCHENECTARY AVE & LENOX RD,11203,Brooklyn,BK17,41,40.65522107,-73.93379405,POINT (-73.93379405 40.65522107)
Q6158,BARS,45 AVE & AUBURNDALE LA,11358,Queens,QN07,19,40.75562819,-73.79474721,POINT (-73.79474721 40.75562819)
Q7419,BARS,34 AVE & 36 ST,11106,Queens,QN01,22,40.75780282,-73.92325797,POINT (-73.92325797 40.75780282)
B1202,ERS,PROSPECT PARK W & 19 ST,11215,Brooklyn,BK07,38,40.65715035,-73.98343864,POINT (-73.98343864 40.65715035)
R0914,BARS,JOHN ST N OF INNIS ST DEAD END,10302,Staten Island,SI01,49,40.63564993,-74.14345516,POINT (-74.14345516 40.63564993)
B3910,ERS,LINDEN BLVD & E 40 ST,11203,Brooklyn,BK17,41,40.653207,-73.9402304,POINT (-73.9402304 40.653207)
R2432,BARS,TERR CT & LIGHTHOUSE AVE/RVFD,10306,Staten Island,SI02,50,40.57759077,-74.13471199,POINT (-74.13471199 40.57759077)
B2879,ERS,BENSON AVE & BAY 16 ST,11214,Brooklyn,BK11,43,40.60644715,-74.00588142,POINT (-74.00588142 40.60644715)
M1353,ERS,MANHATTAN AVE & W 112 ST,10026,Manhattan,MN10,7,40.80246979,-73.95868839,POINT (-73.95868839 40.80246979)
B3673,ERS,GERRITSEN AVE & CYRUS AVE,11229,Brooklyn,BK18,46,40.59030821,-73.92230793,POINT (-73.92230793 40.59030821)
R2962,ERS,MARSH AVE 200' N OF PLATINUM AVE/RVFD,10314,Staten Island,SI02,51,40.57919751,-74.16363476,POINT (-74.16363476 40.57919751)
Q9726,BARS,69 AVE & 179 ST,11365,Queens,QN08,24,40.73307803,-73.79201487,POINT (-73.79201487 40.73307803)
R0049,ERS,WESTERVELT AVE & CORSON AVE,10301,Staten Island,SI01,49,40.63783304,-74.08192236,POINT (-74.08192236 40.63783304)
Q9563,ERS,METROPOLITAN AVE & 71 RD,11375,Queens,QN06,29,40.71032058,-73.84997474,POINT (-73.84997474 40.71032058)
M0408,ERS,ORCHARD ST & HOUSTON ST,10002,Manhattan,MN03,1,40.72269709,-73.98786491,POINT (-73.98786491 40.72269709)
Q9693,BARS,87 AVE & 135 ST,11415,Queens,QN09,29,40.70503091,-73.82007916,POINT (-73.82007916 40.70503091)
B1684,ERS,BELMONT AVE & POWELL ST,11212,Brooklyn,BK16,42,40.66938735,-73.90388444,POINT (-73.90388444 40.66938735)
X2339,ERS,UNION AVE & E 161 ST,10459,Bronx,BX03,17,40.82080316,-73.90266819,POINT (-73.90266819 40.82080316)
R2491,BARS,BURBANK AVE & RICHMOND RD,10306,Staten Island,SI02,50,40.57717041,-74.11803359,POINT (-74.11803359 40.57717041)
Q1049,BARS,CENTRAL AVE & NEILSON ST,11691,Queens,QN14,31,40.60714724,-73.74959199,POINT (-73.74959199 40.60714724)
X4462,ERS,DE LAVALL AVE & BOSTON RD,10475,Bronx,BX12,12,40.88530333,-73.82953327,POINT (-73.82953327 40.88530333)
X2412,ERS,LAFAYETTE AVE & EDGEWATER RD,10474,Bronx,BX02,17,40.81735143,-73.88338073,POINT (-73.88338073 40.81735143)
R3987,BARS,BLOOMINGDALE RD & VETERANS RD W,10309,Staten Island,SI03,51,40.54909174,-74.22083497,POINT (-74.22083497 40.54909174)
Q3925,BARS,MICHAEL PL & MICHAEL CT,11360,Queens,QN07,19,40.78636535,-73.78558583,POINT (-73.78558583 40.78636535)
Q9375,BARS,37 AVE & 105 ST,11368,Queens,QN03,21,40.75365676,-73.8629707,POINT (-73.8629707 40.75365676)
B0158,BARS,MASPETH AVE & OLIVE ST,11211,Brooklyn,BK01,34,40.71606469,-73.93901734,POINT (-73.93901734 40.71606469)
B2581,ERS,FORT HAMILTON PWAY & 39 ST,11219,Brooklyn,BK12,39,40.64329448,-73.99048701,POINT (-73.99048701 40.64329448)
B3836,ERS,HENRY ST OPP 4 PL,11231,Brooklyn,BK06,39,40.67893476,-74.00190554,POINT (-74.00190554 40.67893476)
B0302,ERS,BERRY ST & S 10 ST,11211,Brooklyn,BK01,33,40.70819659,-73.96593796,POINT (-73.96593796 40.70819659)
R1130,BARS,ANDROS AVE & RICHMOND TERR,10303,Staten Island,SI01,49,40.63807741,-74.16230012,POINT (-74.16230012 40.63807741)
R1544,ERS,VICTORY BLVD & MANOR RD,10314,Staten Island,SI01,50,40.61307663,-74.12255777,POINT (-74.12255777 40.61307663)
B1650,ERS,SARATOGA AVE & ATLANTIC AVE,11233,Brooklyn,BK03,41,40.67664704,-73.91646486,POINT (-73.91646486 40.67664704)
R2834,BARS,DEWEY AVE & EXETER ST,10308,Staten Island,SI03,51,40.55546487,-74.14747831,POINT (-74.14747831 40.55546487)
X4669,ERS,MORRIS PARK AVE & FILLMORE ST,10462,Bronx,BX11,15,40.84440966,-73.86889259,POINT (-73.86889259 40.84440966)
Q6289,BARS,BELL BLVD & 32 AVE,11361,Queens,QN11,19,40.77367332,-73.77481362,POINT (-73.77481362 40.77367332)
R1873,BARS,STOBE AVE & CLETUS ST,10305,Staten Island,SI02,50,40.58396386,-74.10073126,POINT (-74.10073126 40.58396386)
M0317,ERS,CLEVELAND PL & KENMARE ST,10012,Manhattan,MN02,1,40.72144916,-73.99739915,POINT (-73.99739915 40.72144916)
X2707,ERS,WEBSTER AVE & E 169 ST,10456,Bronx,BX03,16,40.83393835,-73.90869131,POINT (-73.90869131 40.83393835)
Q0209,BARS,JFK - BLDG 241 SAT FUEL FARM CNTRL ROOM,11430,Queens,JFK,31,40.64595089,-73.8017143,POINT (-73.8017143 40.64595089)
B2302,ERS,LENOX RD & E 53 ST,11203,Brooklyn,BK17,41,40.65551578,-73.92785585,POINT (-73.92785585 40.65551578)
B0552,ERS,HOYT ST & WYCKOFF ST,11217,Brooklyn,BK02,33,40.68522462,-73.98871156,POINT (-73.98871156 40.68522462)
Q8909,ERS,133 AVE & 145 ST,11436,Queens,QN12,28,40.66900726,-73.79459023,POINT (-73.79459023 40.66900726)
B1459,ERS,3 AVE & 47 ST,11220,Brooklyn,BK07,38,40.6494428,-74.0127368,POINT (-74.0127368 40.6494428)
R4853,ERS,YETMAN AVE & BILLOP AVE,10307,Staten Island,SI03,51,40.49984296,-74.23991611,POINT (-74.23991611 40.49984296)
Q5028,BARS,105 AVE & MERRICK BLVD,11433,Queens,QN12,27,40.70082159,-73.78953753,POINT (-73.78953753 40.70082159)
B3915,ERS,GLENWOOD RD & E 27 ST,11210,Brooklyn,BK14,45,40.63363511,-73.9510585,POINT (-73.9510585 40.63363511)
M0010,ERS,E/S WHITEHALL ST 50' S OF WATER ST,10004,Manhattan,MN01,1,40.70217915,-74.01267838,POINT (-74.01267838 40.70217915)
X2991,ERS,W TREMONT AVE & CEDAR AVE,10453,Bronx,BX05,16,40.85334788,-73.91958758,POINT (-73.91958758 40.85334788)
X2167,ERS,GERARD AVE & E 140 ST,10451,Bronx,BX01,8,40.81533054,-73.93061687,POINT (-73.93061687 40.81533054)
B0016,BARS,LOMBARDY ST W OF SCOTT AVE,11222,Brooklyn,BK01,34,40.72452858,-73.92932336,POINT (-73.92932336 40.72452858)
Q4213,ERS,63 AVE & 84 ST,11379,Queens,QN05,29,40.72349272,-73.87135281,POINT (-73.87135281 40.72349272)
Q7748,BARS,DITMARS BLVD & 24 RD,11369,Queens,QN03,21,40.76743501,-73.86636209,POINT (-73.86636209 40.76743501)
Q4171,ERS,68 AVE & 60 LA,11385,Queens,QN05,30,40.70460748,-73.8982428,POINT (-73.8982428 40.70460748)
M1948,ERS,WEST PROM-S END BLACKWELL PK-ROOSEVELT IS,10044,Manhattan,MN08,5,40.76042065,-73.95194534,POINT (-73.95194534 40.76042065)
R3619,ERS,ANNADALE RD & LEVERETT AVE,10312,Staten Island,SI03,51,40.55391347,-74.17577161,POINT (-74.17577161 40.55391347)
X3141,ERS,MAPES AVE & E 181 ST,10460,Bronx,BX06,15,40.84733991,-73.8849241,POINT (-73.8849241 40.84733991)
Q9120,ERS,JEWEL AVE/VAN ARSDALE AVE & PARK DR E,11367,Queens,QN08,24,40.72782278,-73.83143462,POINT (-73.83143462 40.72782278)
Q6983,BARS,35 AVE & 153 ST,11354,Queens,QN07,20,40.76610359,-73.81178641,POINT (-73.81178641 40.76610359)
B1864,ERS,BELMONT AVE & HEMLOCK ST,11208,Brooklyn,BK05,42,40.67453365,-73.86883505,POINT (-73.86883505 40.67453365)
Q2306,ERS,S/B CI PWAY AT 150 ST,11357,Queens,QN07,19,40.78702244,-73.81282655,POINT (-73.81282655 40.78702244)
Q5338,BARS,HOLLIS AVE & 202 ST,11412,Queens,QN12,27,40.70626277,-73.75559231,POINT (-73.75559231 40.70626277)
Q4808,ERS,137 AVE & 175 ST,11434,Queens,QN12,31,40.67315512,-73.76589757,POINT (-73.76589757 40.67315512)
Q1056,BARS,BIRDSALL AVE & REDFERN AVES,11691,Queens,QN14,31,40.60691203,-73.75291434,POINT (-73.75291434 40.60691203)
R4371,ERS,BLOOMINGDALE RD & DRUMGOOLE RD E,10309,Staten Island,SI03,51,40.52792563,-74.21648647,POINT (-74.21648647 40.52792563)
X4809,ERS,BRONXWOOD AVE & ARNOW AVE,10469,Bronx,BX11,13,40.86778221,-73.86149826,POINT (-73.86149826 40.86778221)
R1598,ERS,OCEAN TERR 1000' E OF TODT HILL RD,10301,Staten Island,SI02,50,40.60345336,-74.11137639,POINT (-74.11137639 40.60345336)
M1218,ERS,LEXINGTON AVE & E 93 ST,10128,Manhattan,MN08,4,40.78393706,-73.95234096,POINT (-73.95234096 40.78393706)
R0386,ERS,COLONIAL COURT & BROADWAY,10310,Staten Island,SI01,49,40.62585635,-74.11473773,POINT (-74.11473773 40.62585635)
